Title,Price,Location_Category,Link,Brand,Model,Condition,Description
HUAWEI Tablet 2GB RAM 64GB Storage,"Rs 19,500",Unknown,https://ikman.lk/en/ad/huawei-tablet-2gb-ram-64gb-storage-for-sale-colombo-29001,HUAWEI,2GB 64GB,Used,"Apple iPad mini 7 128GB Wi-Fi Brand new condition Full set with box With warranty 97BHApple care warranty ⭐️Delivery can be arrange to door step🚚⭐️Credit card & Debit card accepted💳⭐️Exchange accepted any phone 📱 ව්‍යාජ දුරකථන අලෙවි කරන්නන්ට නොරැවටෙන්න. 100% company warranty දුරකථන අඩුම මිලට අපෙන් පමණයි.දුරකථන විකිණිම,අමතර උපාංග විකිණිම හා දුරකථන මිලට ගැනිම.⭐️Shop Location kiribathgoda Makola.⭐️Online store island wide delivery arrange.SKN Mobile Kiribathgoda,Makola South Makola.z"
AMAZON Tablet 2GB RAM 256GB Storage,"Rs 46,999",Unknown,https://ikman.lk/en/ad/amazon-tablet-2gb-ram-256gb-storage-for-sale-colombo-76451,AMAZON,2GB 256GB,Used,"🖥️ HP EliteBook 850 G7 - 15.6 Inches✅ Processor: Intel Core i5 – 10th Generation✅ RAM: 16GB DDR4✅ Storage: 512 GB SSD✅ Display: 15.6 Inches✅ Warranty: 3 Months Laptop Bay WarrantyWe have a vast collection of Laptops, ranging from low to high price categories.📍 Locations: Colombo - https://maps.app.goo.gl/3L1JszVsENPJGfFd9Kandy - https://maps.app.goo.gl/kteo573rgtd1zu3a7📲 Call or WhatsApp us for more information.🌐 Website:🔗 www.laptopbay.lk🔍 Google:🔗 https://g.co/kgs/v8WNFKp"
Samsung Galaxy Tab 16GB RAM 64GB,"Rs 95,999",Unknown,https://ikman.lk/en/ad/samsung-galaxy-tab-16gb-ram-64gb-for-sale-colombo-81478,SAMSUNG,16GB 64GB,Used,"(Opposite To Gammana Road, Near By People's Leasing Maharagama , Sen-Saal Maharagama / Sampath Bank Super Branch Maharagama / Teaching Training College Maharagama) Parking Facility Available.(ගම්මාන පාර ඉදිරිපිට / පීපල්ස් ලීසින් මහරගම අසල / සෙන්-සාල් මහරගම අසල  /ගුරු විද්‍යාලය / මහරගම සම්පත් බැංකුව සුපර් ශාඛාව අසල) වාහන නැවතිමේ පහසුකම් ඇත.★ අපගේ www.emobile.lk වෙබ් අඩවියට පිවිසෙන්න. ★#Promotion_Price★ Samsung Galaxy Tab A9+ 5G 8.7 (8GB RAM|128GB) - Rs.94,990/=✔ DIRECT IMPORT / BRAND NEW / SEALED PACK / ORIGINAL / NON TRCSL APPROVED / 1 WEEK CHECKING WARRANTY.✔ 100% Brand New Sealed Box With Untouched Original Accessories..Price Change Day By Day Call Us For The Best Price.දවසින් දවස මිල ගනන් වෙනස් වේ අඩුම මිල ගනන් සදහා අපව අමතන්න.🔴 KOKO PAYMENT AVAILABLE 👉 CREDIT CARD PAYMENTS ACCEPTED💳👉 NSTALLMENT PLAN AVAILABLE💳👉 Delivery can be Arranged...🛵🚛🔴 Visit Our Shop :emobile Maharagama - emobile.lkEMOBILE (PVT) LTDNo.207/1/1C,High Level Road,Maharagama.(google ""emobile Maharagama"" for Direction)🔴 Business Hours :09:00 AM to 09:00 PM Weekdays & Saturday09.00 AM to 09.00 PM on Sundays(ඔබ කොළඹ නගරය තුළ සිටින අයෙකු නම්, පැය 3ක් වැනි කෙටි කාලයක් තුළදී භාණ්ඩය ඔබ වෙත ගෙන්වා ගත හැකි අතර එය ලැබුණු පසුව ගෙවීම් කළ හැක. | ඔබ ශ්‍රි ලංකාවේ වෙනත් ප්‍රදේශයක සිටින අයෙකු නම් පැය 24ක් තුළදී භාණ්ඩය ඔබ වෙත ගෙන්වා ගත හැක.)🔴☞ SAME DAY DELIVERY LOCATION - 🚩●Around COLOMBO 🚩●COLOMBO 🚩●BORELLA 🚩●KOLLOPITIYA 🚩●BAMBALAPITIYA 🚩●BATHTHARAMULLA 🚩 ●KOTTE 🚩●MALABE 🚩●BORELESGAMUWA 🚩●PILIYANDALA 🚩●NUGEGODA 🚩●MAHARAGAMA🚩●AVISSAWELLA 🚩●RATHNAPURA🚩●NEG0MBO 🚩●KADAWATHA 🚩●GAMPATHA 🚩●MORATUWA🚩●PANADURA 🚩●KALUTHARA 🚩●ATHUTHGAMA 🚩●GALLE 🚩●MATHARA ★ මෙම විශේෂ දීමනාව තොග අවසන් වනතුරු පමණයි. මෙම දීමනා මිලදී ගැනිමෙදි මෙම Post එක ඉදිරිපත් කරන්න.★7"
Samsung Galaxy Tab 2GB RAM 512GB,"Rs 118,500",Unknown,https://ikman.lk/en/ad/samsung-galaxy-tab-2gb-ram-512gb-for-sale-colombo-14571,SAMSUNG,2GB 512GB,Used,"(Opposite To Gammana Road, Near By People's Leasing Maharagama , Sen-Saal Maharagama / Sampath Bank Super Branch Maharagama / Teaching Training College Maharagama) Parking Facility Available.(ගම්මාන පාර ඉදිරිපිට / පීපල්ස් ලීසින් මහරගම අසල / සෙන්-සාල් මහරගම අසල  /ගුරු විද්‍යාලය / මහරගම සම්පත් බැංකුව සුපර් ශාඛාව අසල) වාහන නැවතිමේ පහසුකම් ඇත.★ අපගේ www.emobile.lk වෙබ් අඩවියට පිවිසෙන්න. ★#Promotion_Price★ Samsung Galaxy Tab A9+ 5G 8.7 (8GB RAM|128GB) - Rs.94,990/=✔ DIRECT IMPORT / BRAND NEW / SEALED PACK / ORIGINAL / NON TRCSL APPROVED / 1 WEEK CHECKING WARRANTY.✔ 100% Brand New Sealed Box With Untouched Original Accessories..Price Change Day By Day Call Us For The Best Price.දවසින් දවස මිල ගනන් වෙනස් වේ අඩුම මිල ගනන් සදහා අපව අමතන්න.🔴 KOKO PAYMENT AVAILABLE 👉 CREDIT CARD PAYMENTS ACCEPTED💳👉 NSTALLMENT PLAN AVAILABLE💳👉 Delivery can be Arranged...🛵🚛🔴 Visit Our Shop :emobile Maharagama - emobile.lkEMOBILE (PVT) LTDNo.207/1/1C,High Level Road,Maharagama.(google ""emobile Maharagama"" for Direction)🔴 Business Hours :09:00 AM to 09:00 PM Weekdays & Saturday09.00 AM to 09.00 PM on Sundays(ඔබ කොළඹ නගරය තුළ සිටින අයෙකු නම්, පැය 3ක් වැනි කෙටි කාලයක් තුළදී භාණ්ඩය ඔබ වෙත ගෙන්වා ගත හැකි අතර එය ලැබුණු පසුව ගෙවීම් කළ හැක. | ඔබ ශ්‍රි ලංකාවේ වෙනත් ප්‍රදේශයක සිටින අයෙකු නම් පැය 24ක් තුළදී භාණ්ඩය ඔබ වෙත ගෙන්වා ගත හැක.)🔴☞ SAME DAY DELIVERY LOCATION - 🚩●Around COLOMBO 🚩●COLOMBO 🚩●BORELLA 🚩●KOLLOPITIYA 🚩●BAMBALAPITIYA 🚩●BATHTHARAMULLA 🚩 ●KOTTE 🚩●MALABE 🚩●BORELESGAMUWA 🚩●PILIYANDALA 🚩●NUGEGODA 🚩●MAHARAGAMA🚩●AVISSAWELLA 🚩●RATHNAPURA🚩●NEG0MBO 🚩●KADAWATHA 🚩●GAMPATHA 🚩●MORATUWA🚩●PANADURA 🚩●KALUTHARA 🚩●ATHUTHGAMA 🚩●GALLE 🚩●MATHARA ★ මෙම විශේෂ දීමනාව තොග අවසන් වනතුරු පමණයි. මෙම දීමනා මිලදී ගැනිමෙදි මෙම Post එක ඉදිරිපත් කරන්න.★7"
Apple iPad 4GB RAM 128GB,"Rs 112,000",Unknown,https://ikman.lk/en/ad/apple-ipad-4gb-ram-128gb-for-sale-colombo-22120,APPLE,4GB 128GB,Used,"Apple iPad mini 7 128GB Wi-Fi Brand new condition Full set with box With warranty 97BHApple care warranty ⭐️Delivery can be arrange to door step🚚⭐️Credit card & Debit card accepted💳⭐️Exchange accepted any phone 📱 ව්‍යාජ දුරකථන අලෙවි කරන්නන්ට නොරැවටෙන්න. 100% company warranty දුරකථන අඩුම මිලට අපෙන් පමණයි.දුරකථන විකිණිම,අමතර උපාංග විකිණිම හා දුරකථන මිලට ගැනිම.⭐️Shop Location kiribathgoda Makola.⭐️Online store island wide delivery arrange.SKN Mobile Kiribathgoda,Makola South Makola.z"
Apple iPad 16GB RAM 1TB,"Rs 279,999",Unknown,https://ikman.lk/en/ad/apple-ipad-16gb-ram-1tb-for-sale-colombo-59431,APPLE,16GB 1TB,Used,"★ යන්න ඕනම තැනක් 𝐞𝐦𝐨𝐛𝐢𝐥𝐞.𝐥𝐤  ප්‍රදර්ශනාගාරය මහරගම #MAHARAGAMA හා අපගේ www.emobile.lk වෙබ් අඩවියට පිවිසෙන්න.(Opposite To Gammana Road, Near By People's Leasing Maharagama , Sen-Saal Maharagama / Sampath Bank Super Branch Maharagama / Teaching Training College Maharagama) Parking Facility Available(ගම්මාන පාර ඉදිරිපිට / පීපල්ස් ලීසින් මහරගම අසල / සෙන්-සාල් මහරගම අසල  /ගුරු විද්‍යාලය / මහරගම සම්පත් බැංකුව සුපර් ශාඛාව අසල) වාහන නැවතිමේ පහසුකම් ඇත.#Promotion_PriceApple iPad 2025 A16 11th Gen 256GB WIFI  - Rs.164,990/=🔴 1 YEAR APPLECARE WARRANTY / DIRECT IMPORT / BRAND NEW / SEALED PACK / ORIGINAL / NON TRCSL APPROVED.✔ 100% Brand New Sealed Box With Untouched Original Accessories.Price Change Day By Day Call Us For The Best Price.දවසින් දවස මිල ගනන් වෙනස් වේ අඩුම මිල ගනන් සදහා අපව අමතන්න.★★ If you Exchange Phones Please Call for Offers.★★★★ CREDIT CARD PAYMENTS ACCEPTED ★★★★ INSTALLMENT PLAN AVAILABLE ★★ 12/24/36 MONTH ★★Visit Our Shop :emobile Maharagama - emobile.lkEMOBILE (PVT) LTDNo.207/1/1C,High Level Road,Maharagama.(google ""emobile.lk"" for Direction)• Business Hours :09:00 AM to 09:00 PM Weekdays & Saturday09.00 AM to 05.00 PM On Sundays(ඔබ කොළඹ නගරය තුළ සිටින අයෙකු නම්, පැය 5ක් වැනි කෙටි කාලයක් තුළදී භාණ්ඩය ඔබ වෙත ගෙන්වා ගත හැකි අතර එය ලැබුණු පසුව ගෙවීම් කළ හැක. | ඔබ ශ්රී ලංකාවේ වෙනත් ප්රදේශයක සිටින අයෙකු නම් පැය 24ක් තුළදී භාණ්ඩය ඔබ වෙත ගෙන්වා ගත හැක.)●☞ DELIVERY LOCATION - .🚩 ●COLOMBO. 🚩 ●PILIYANDALA. 🚩 ●NUGEGODA. 🚩 ●MAHARAGAMA. 🚩 ●MORATUWA.🚩 ●PANADURA. 🚩 ●BORELLA. 🚩 ●KOLLOPITIYA. 🚩 ●BAMBALAPITIYA. 🚩 ●BATHTHARAMULLA. 🚩 ●KOTTE. 🚩 MALABE. 🚩 BORELESGAMUWA.★ මෙම විශේෂ දීමනාව තොග අවසන් වනතුරු පමණයි.මෙම දීමනා මිලදී ගැනිමෙදි මෙම post එක ඉදිරිපත් කරන්න.★"
XIAOMI Tablet 4GB RAM 64GB Storage,"Rs 33,500",Unknown,https://ikman.lk/en/ad/xiaomi-tablet-4gb-ram-64gb-storage-for-sale-colombo-68931,XIAOMI,4GB 64GB,Used,"X-MOBILESAMSUNG GALAXY• Brand New Sealed Pack• 100% Genuine Products• Credit Card Payments Accepted (Conditions Apply)• Best After-Sales Support and Service• One Year Software Warranty• Cash on Delivery (Colombo Only)• Delivery  Pickup Location - Liberty Plaza, Colombo 03• රටේ පවතින තත්ත්වය හේතුවෙන් ජංගම දුරකථනවල මිල ගණන් දවසින් දවස වෙනස් වන බැවින්, කරුණාකර අප වෙත ඇමතුමක් ලබාදී අද දින මිල ගණන් අහන්න.Authorized Dealer for:Flexible Payment Options:• Installment plans available for up to 40 months• 0% Interest Financing Available for Bank Installments (Terms and Conditions Apply)• Koko Payment Options Available (Terms and Conditions Apply)For More Details, Please Contact Us or Visit Our ShowroomX Mobile  No: 42N, Ground Floor,  Liberty Plaza,  Colombo 03  Google Search ""X MOBILE"" for DirectionsBusiness Hours:  10:00 AM - 07:00 PMChat with Us on WhatsAppGet your items delivered to you! 🔥"
Apple iPad 16GB RAM 64GB,"Rs 144,999",Unknown,https://ikman.lk/en/ad/apple-ipad-16gb-ram-64gb-for-sale-colombo-32710,APPLE,16GB 64GB,Used,"X-MOBILESAMSUNG GALAXY• Brand New Sealed Pack• 100% Genuine Products• Credit Card Payments Accepted (Conditions Apply)• Best After-Sales Support and Service• One Year Software Warranty• Cash on Delivery (Colombo Only)• Delivery  Pickup Location - Liberty Plaza, Colombo 03• රටේ පවතින තත්ත්වය හේතුවෙන් ජංගම දුරකථනවල මිල ගණන් දවසින් දවස වෙනස් වන බැවින්, කරුණාකර අප වෙත ඇමතුමක් ලබාදී අද දින මිල ගණන් අහන්න.Authorized Dealer for:Flexible Payment Options:• Installment plans available for up to 40 months• 0% Interest Financing Available for Bank Installments (Terms and Conditions Apply)• Koko Payment Options Available (Terms and Conditions Apply)For More Details, Please Contact Us or Visit Our ShowroomX Mobile  No: 42N, Ground Floor,  Liberty Plaza,  Colombo 03  Google Search ""X MOBILE"" for DirectionsBusiness Hours:  10:00 AM - 07:00 PMChat with Us on WhatsAppGet your items delivered to you! 🔥"
AMAZON Tablet 4GB RAM 1TB Storage,"Rs 260,000",Unknown,https://ikman.lk/en/ad/amazon-tablet-4gb-ram-1tb-storage-for-sale-colombo-83520,AMAZON,4GB 1TB,New,"‎⭕MOBILE CARE ‎‎🔰 Brand new Sealed Pack‎🔰 100% Genuine Products ‎🔰 Credit Card Payments Accepted.(Condition Apply)‎🔰 ⁠Prices will change according to color, country / region‎🔰After sales service and support will be provided‎🔰koko payment accepted ‎🔰one year warranty/ company warranty for limited stocks. ‎‎☆(SEYLAN BANK)‎●12 Months ‎●24 Months  ‎‎☆(COMMERCIAL BANK)‎●6 Months ‎●12 Months  ‎●18 Months ‎●24 Months ‎‎☆(SAMPATH BANK)‎●6 Months‎●12 Months ‎●24 Months‎●40 Months ‎‎♦️Cash on Delivery (Colombo Only)‎♦️Delivery & Pickup Loacation - Liberty Plaza Colombo 03 ‎‎For More Details Please Contact us or Visit  Showroom ‎MOBILE CARE ‎No 24,1ST FLOOR LIBERTY PLAZA COLOMBO 03‎‎‎Bussines hours‎10.00 AM - 07.30 PM"
AMAZON Tablet 2GB RAM 128GB Storage,"Rs 57,999",Unknown,https://ikman.lk/en/ad/amazon-tablet-2gb-ram-128gb-storage-for-sale-colombo-87534,AMAZON,2GB 128GB,New,"‎⭕MOBILE CARE ‎‎🔰 Brand new Sealed Pack‎🔰 100% Genuine Products ‎🔰 Credit Card Payments Accepted.(Condition Apply)‎🔰 ⁠Prices will change according to color, country / region‎🔰After sales service and support will be provided‎🔰koko payment accepted ‎🔰one year warranty/ company warranty for limited stocks. ‎‎☆(SEYLAN BANK)‎●12 Months ‎●24 Months  ‎‎☆(COMMERCIAL BANK)‎●6 Months ‎●12 Months  ‎●18 Months ‎●24 Months ‎‎☆(SAMPATH BANK)‎●6 Months‎●12 Months ‎●24 Months‎●40 Months ‎‎♦️Cash on Delivery (Colombo Only)‎♦️Delivery & Pickup Loacation - Liberty Plaza Colombo 03 ‎‎For More Details Please Contact us or Visit  Showroom ‎MOBILE CARE ‎No 24,1ST FLOOR LIBERTY PLAZA COLOMBO 03‎‎‎Bussines hours‎10.00 AM - 07.30 PM"
